source_label,source,year_start,year_end,common_name,polity_code,confidence,basis,observed_rows,area_code,iso3,match_route,match_status
Venezuela (Bolivarian Republic of),faostat,1961,2024,Venezuela,VEN-1830-2025,high,FAOSTAT area code 236; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,234139,236,VEN,iso-equal,matched
Viet Nam,faostat,1961,1974,Vietnam (combined reporting: DRV and RVN),F237-1954-1975,high,FAOSTAT area code 237; observed 1961-1974 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,172823,237,VNM,iso-equal,matched
Viet Nam,faostat,1975,2024,Vietnam,VNM-1975-2025,high,FAOSTAT area code 237; observed 1975-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,172823,237,VNM,iso-equal,matched
Ethiopia,faostat,1993,2024,Ethiopia,ETH-1993-2025,high,FAOSTAT area code 238; observed 1993-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,105088,238,ETH,iso-equal,matched
British Virgin Islands,faostat,1850,2024,British Virgin Islands,VGB-1800-2025,high,FAOSTAT area code 239; no data in scanned pins; registry map to VGB-1800-2025 (1850-2025),0,239,VGB,registry,matched
United States Virgin Islands,faostat,1850,1916,Danish West Indies,DWI-1800-1917,high,FAOSTAT area code 240; no data in scanned pins; registry map to DWI-1800-1917 (1850-1917),0,240,VIR,registry,matched
United States Virgin Islands,faostat,1917,2024,United States Virgin Islands,VIR-1917-2025,high,FAOSTAT area code 240; no data in scanned pins; registry map to VIR-1917-2025 (1917-2025),0,240,VIR,registry,matched
Wallis and Futuna Islands,faostat,1850,2024,Wallis and Futuna,WLF-1800-2025,high,"FAOSTAT area code 243; no data in scanned pins; registry map to WLF-1800-2025 (1800-2025). Added 2026-08-13: the polity was created in PR 210 / 201 / 190 for issues 209, 187 and 185, but no map row was added with it, so this area still resolved to ROW-1850-2025 -- the very failure those issues report. year_end is end_year-1 because end_year is EXCLUSIVE here and this column is inclusive (issue 131), the same conversion match.R's registry branch was corrected to make in PR 204.",0,243,WLF,registry,matched
Samoa,faostat,1961,2024,Samoa,WSM-1900-2025,high,FAOSTAT area code 244; observed 1961-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,143474,244,WSM,iso-equal,matched
Yugoslav SFR,faostat,1961,1990,Yugoslavia (1947-1991),F248-1947-1991,high,FAOSTAT area code 248; observed 1961-1990 in pins faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-old;faostat-production;faostat-trade-totals; manual-replace period match,112967,248,YUG,manual-replace,matched
Yugoslav SFR,faostat,1991,1991,Yugoslavia (1991-1992),F248-1991-1992,high,FAOSTAT area code 248; observed 1991-1991 in pins faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-old;faostat-production;faostat-trade-totals; manual-replace period match,112967,248,YUG,manual-replace,matched
Yemen,faostat,1961,1989,Yemen (combined reporting: YAR and PDR Yemen),F249-1918-1990,high,FAOSTAT area code 249; observed 1961-1989 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,188945,249,YEM,iso-equal,matched
Yemen,faostat,1990,2024,Yemen (1990-2025),YEM-1990-2025,high,FAOSTAT area code 249; observed 1990-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,188945,249,YEM,iso-equal,matched
Democratic Republic of the Congo,faostat,1961,2024,Democratic Republic of the Congo,COD-1960-2025,high,FAOSTAT area code 250; observed 1961-2024 in pins faostat-cbs-new;faostat-fbs-new;faostat-production;faostat-trade-totals; iso-equal period match,83189,250,COD,iso-equal,matched
Zambia,faostat,1961,1963,Northern Rhodesia within Federation of Rhodesia and Nyasaland (1953-1964),NRH-1953-1964,high,FAOSTAT area code 251; observed 1961-1963 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,201635,251,ZMB,iso-equal,matched
Zambia,faostat,1964,2024,Zambia,ZMB-1964-2025,high,FAOSTAT area code 251; observed 1964-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,201635,251,ZMB,iso-equal,matched
Belgium,faostat,2000,2024,Belgium,BEL-1831-2025,high,FAOSTAT area code 255; observed 2000-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,105315,255,BEL,iso-equal,matched
Luxembourg,faostat,2000,2024,Luxembourg,LUX-1839-2025,high,FAOSTAT area code 256; observed 2000-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,96811,256,LUX,iso-equal,matched
Anguilla,faostat,1850,2024,Anguilla,AIA-1800-2025,high,"FAOSTAT area code 258; no data in scanned pins; registry map to AIA-1800-2025 (1800-2025). Added 2026-08-13: the polity was created in PR 210 / 201 / 190 for issues 209, 187 and 185, but no map row was added with it, so this area still resolved to ROW-1850-2025 -- the very failure those issues report. year_end is end_year-1 because end_year is EXCLUSIVE here and this column is inclusive (issue 131), the same conversion match.R's registry branch was corrected to make in PR 204.",0,258,AIA,registry,matched
Mayotte,faostat,1850,2024,Mayotte,MYT-1800-2025,high,"FAOSTAT area code 270; no data in scanned pins; registry map to MYT-1800-2025 (1800-2025). Added 2026-08-13: the polity was created in PR 210 / 201 / 190 for issues 209, 187 and 185, but no map row was added with it, so this area still resolved to ROW-1850-2025 -- the very failure those issues report. year_end is end_year-1 because end_year is EXCLUSIVE here and this column is inclusive (issue 131), the same conversion match.R's registry branch was corrected to make in PR 204.",0,270,MYT,registry,matched
South Georgia and the South Sandwich Islands,faostat,1850,2024,South Georgia and the South Sandwich Islands,SGS-1800-2025,high,"FAOSTAT area code 271; no data in scanned pins; registry map to SGS-1800-2025 (1800-2025). Added 2026-08-13: the polity was created in PR 210 / 201 / 190 for issues 209, 187 and 185, but no map row was added with it, so this area still resolved to ROW-1850-2025 -- the very failure those issues report. year_end is end_year-1 because end_year is EXCLUSIVE here and this column is inclusive (issue 131), the same conversion match.R's registry branch was corrected to make in PR 204.",0,271,SGS,registry,matched
Serbia,faostat,2006,2007,Serbia excluding Kosovo (2006-2008),SRB-XK-2006-2008,high,"FAOSTAT area code 272; observed 2006-2007 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; manual-territory period match; FAOSTAT Serbia shows no step at 2008, when Kosovo's declaration of independence ends SRB-2006-2008 (total harvested area 2007 3.01 Mha, 2008 2.99 Mha), and continues area 186's Kosovo-excluding series: 2006-2007 is Serbia net of Kosovo",71102,272,SRB,manual-territory,matched
Serbia,faostat,2008,2024,Serbia,SRB-2008-2025,high,FAOSTAT area code 272; observed 2008-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,71102,272,SRB,iso-equal,matched
Montenegro,faostat,2006,2024,Montenegro,MNE-2006-2025,high,FAOSTAT area code 273; observed 2006-2024 in pins faostat-cbs-new;faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,58087,273,MNE,iso-equal,matched
Sudan,faostat,2012,2024,Sudan,SDN-2011-2025,high,FAOSTAT area code 276; observed 2012-2024 in pins faostat-cbs-old-animal;faostat-cbs-old-crops;faostat-fbs-new;faostat-fbs-old;faostat-production;faostat-trade-totals; iso-equal period match,18601,276,SDN,iso-equal,matched
South Sudan,faostat,2012,2024,South Sudan,SSD-2011-2025,high,FAOSTAT area code 277; observed 2012-2024 in pins faostat-fbs-new;faostat-production;faostat-trade-totals; iso-equal period match,11446,277,SSD,iso-equal,matched
Curaçao,faostat,2010,2024,Curaçao,CUW-2010-2025,high,"FAOSTAT area code 279; no data in scanned pins; registry map to CUW-2010-2025 (2010-2025). Added 2026-08-13: the polity was created in PR 210 / 201 / 190 for issues 209, 187 and 185, but no map row was added with it, so this area still resolved to ROW-1850-2025 -- the very failure those issues report. year_end is end_year-1 because end_year is EXCLUSIVE here and this column is inclusive (issue 131), the same conversion match.R's registry branch was corrected to make in PR 204.",0,279,CUW,registry,matched
Saint-Martin (French Part),faostat,2007,2024,Saint-Martin (French part),MAF-2007-2025,high,"FAOSTAT area code 281; no data in scanned pins; registry map to MAF-2007-2025 (2007-2025). Added 2026-08-13: the polity was created in PR 210 / 201 / 190 for issues 209, 187 and 185, but no map row was added with it, so this area still resolved to ROW-1850-2025 -- the very failure those issues report. year_end is end_year-1 because end_year is EXCLUSIVE here and this column is inclusive (issue 131), the same conversion match.R's registry branch was corrected to make in PR 204.",0,281,MAF,registry,matched
Palestine,faostat,1961,2024,Palestine (West Bank and Gaza),PSE-1948-2025,high,FAOSTAT area code 299; observed 1961-2024 in pins faostat-production;faostat-trade-totals; iso-equal period match,32534,299,PSE,iso-equal,matched
