label,product,variable,unit,year,kind,volume_a,value_a,volume_b,value_b,ratio
switzerland,fertilizers: ammonium sulfate,production,tonnes,1933,revised,iia_1933_34,909,iia_1938_39,900,1.0100
switzerland,fertilizers: copper(ii) sulfate,production,tonnes,1933,revised,iia_1933_34,3152,iia_1938_39,3200,1.0152
switzerland,meslin,area,hectares,1933,revised,iia_1933_34,5505,iia_1938_39,12000,2.1798
switzerland,meslin,production,tonnes,1933,revised,iia_1933_34,13995.8,iia_1938_39,28600,2.0435
switzerland,rye,area,hectares,1933,revised,iia_1933_34,18603,iia_1938_39,17000,1.0943
switzerland,rye,production,tonnes,1933,revised,iia_1933_34,39249.8,iia_1938_39,35800,1.0964
switzerland,spelt,area,hectares,1933,revised,iia_1933_34,12756,iia_1938_39,7000,1.8223
switzerland,spelt,production,tonnes,1933,revised,iia_1933_34,31365.4,iia_1938_39,15200,2.0635
switzerland,sugar: beet,production,tonnes,1933,revised,iia_1933_34,8970,iia_1938_39,8100,1.1074
switzerland,tobacco,production,tonnes,1933,revised,iia_1933_34,1105,iia_1938_39,110500,100.0000
switzerland,wine,production,tonnes,1933,revised,iia_1933_34,21844.459,iia_1938_39,21840,1.0002
total,cacao: raw,production,tonnes,1933,revised,iia_1933_34,45000,iia_1938_39,58000,1.2889
total,cottonseed,area,hectares,1933,revised,iia_1933_34,1595000,iia_1938_39,1795000,1.1254
total,cottonseed,production,tonnes,1933,revised,iia_1933_34,975500,iia_1938_39,911000,1.0708
total,fertilizers: ammonium sulfate,production,tonnes,1933,revised,iia_1933_34,731000,iia_1938_39,607200,1.2039
total,fertilizers: calcium superphosphate,production,tonnes,1933,revised,iia_1933_34,1145000,iia_1938_39,1133900,1.0098
total,"fertilizers: guano, natural",production,tonnes,1933,revised,iia_1933_34,95500,iia_1938_39,103000,1.0785
total,"fertilizers: phosphate, natural",production,tonnes,1933,revised,iia_1933_34,696000,iia_1938_39,718600,1.0325
total,flax: fibre,area,hectares,1933,revised,iia_1933_34,156500,iia_1938_39,164500,1.0511
total,flax: fibre,production,tonnes,1933,revised,iia_1933_34,63650,iia_1938_39,61100,1.0417
total,groundnut,area,hectares,1933,revised,iia_1933_34,551000,iia_1938_39,425000,1.2965
total,groundnut,production,tonnes,1933,revised,iia_1933_34,416000,iia_1938_39,322000,1.2919
total,hemp: fibre,area,hectares,1933,revised,iia_1933_34,115500,iia_1938_39,119000,1.0303
total,hemp: fibre,production,tonnes,1933,revised,iia_1933_34,86350,iia_1938_39,91400,1.0585
total,hempseed,area,hectares,1933,revised,iia_1933_34,117000,iia_1938_39,124000,1.0598
total,hempseed,production,tonnes,1933,revised,iia_1933_34,50700,iia_1938_39,51000,1.0059
total,hops,area,hectares,1933,revised,iia_1933_34,22000,iia_1938_39,130000,5.9091
total,hops,production,tonnes,1933,revised,iia_1933_34,23300,iia_1938_39,1880000,80.6867
total,linseed,area,hectares,1933,revised,iia_1933_34,461500,iia_1938_39,467500,1.0130
total,linseed,production,tonnes,1933,revised,iia_1933_34,158650,iia_1938_39,160500,1.0117
total,olive: oil,production,tonnes,1933,revised,iia_1933_34,79000,iia_1938_39,85000,1.0759
total,rapeseed,area,hectares,1933,revised,iia_1933_34,1324000,iia_1938_39,1325000,1.0008
total,rapeseed,production,tonnes,1933,revised,iia_1933_34,621400,iia_1938_39,620500,1.0015
total,rye,area,hectares,1933,revised,iia_1933_34,1187000,iia_1938_39,1215000,1.0236
total,rye,production,tonnes,1933,revised,iia_1933_34,643300,iia_1938_39,650100,1.0106
total,soybean,area,hectares,1933,revised,iia_1933_34,5444000,iia_1938_39,5340000,1.0195
total,soybean,production,tonnes,1933,revised,iia_1933_34,6364100,iia_1938_39,2880800,2.2091
total,sugar: beet,production,tonnes,1933,revised,iia_1933_34,884000,iia_1938_39,1549000,1.7523
total,sugar: cane,production,tonnes,1933,revised,iia_1933_34,1746000,iia_1938_39,2132000,1.2211
total,sulphur,production,tonnes,1933,revised,iia_1933_34,414000,iia_1938_39,412600,1.0034
total,tobacco,area,hectares,1933,revised,iia_1933_34,168000,iia_1938_39,149000,1.1275
total,tobacco,production,tonnes,1933,revised,iia_1933_34,102850,iia_1938_39,8750000,85.0754
total,wine,production,tonnes,1933,revised,iia_1933_34,888660.5,iia_1938_39,1058330,1.1909
total general,cacao: raw,production,tonnes,1933,revised,iia_1933_34,580000,iia_1938_39,602000,1.0379
total general,coffee: raw,production,tonnes,1933,revised,iia_1933_34,1600000,iia_1938_39,2574000,1.6087
total general,fertilizers: ammonium sulfate,production,tonnes,1933,revised,iia_1933_34,4131000,iia_1938_39,4016200,1.0286
total general,fertilizers: calcium superphosphate,production,tonnes,1933,revised,iia_1933_34,11804000,iia_1938_39,12009000,1.0174
total general,"fertilizers: guano, natural",production,tonnes,1933,revised,iia_1933_34,196000,iia_1938_39,210700,1.0750
total general,"fertilizers: phosphate, natural",production,tonnes,1933,revised,iia_1933_34,8155000,iia_1938_39,8779000,1.0765
total general,groundnut,area,hectares,1933,revised,iia_1933_34,6090000,iia_1938_39,6170000,1.0131
total general,groundnut,production,tonnes,1933,revised,iia_1933_34,5620000,iia_1938_39,5770000,1.0267
total general,hops,area,hectares,1933,revised,iia_1933_34,45000,iia_1938_39,470000,10.4444
total general,hops,production,tonnes,1933,revised,iia_1933_34,47600,iia_1938_39,4920000,103.3613
total general,olive: oil,production,tonnes,1933,revised,iia_1933_34,779000,iia_1938_39,789000,1.0128
total general,rapeseed,production,tonnes,1933,revised,iia_1933_34,1243000,iia_1938_39,1241000,1.0016
total general,slag: basic,production,tonnes,1933,revised,iia_1933_34,3340000,iia_1938_39,3389700,1.0149
total general,sugar: cane,production,tonnes,1933,revised,iia_1933_34,16880000,iia_1938_39,14910000,1.1321
total general,sulphur,production,tonnes,1933,revised,iia_1933_34,1980000,iia_1938_39,1980500,1.0003
total general,tea,area,hectares,1933,revised,iia_1933_34,850000,iia_1938_39,840000,1.0119
total general,tea,production,tonnes,1933,revised,iia_1933_34,413000,iia_1938_39,412600,1.0010
total general,wine,production,tonnes,1933,revised,iia_1933_34,15288000,iia_1938_39,15652000,1.0238
total general excluding the ussr,cottonseed,area,hectares,1933,revised,iia_1933_34,28220000,iia_1938_39,28590000,1.0131
total general excluding the ussr,cottonseed,production,tonnes,1933,revised,iia_1933_34,11033000,iia_1938_39,10970000,1.0057
total general excluding the ussr,flax: fibre,area,hectares,1933,revised,iia_1933_34,314000,iia_1938_39,330000,1.0510
total general excluding the ussr,flax: fibre,production,tonnes,1933,revised,iia_1933_34,128000,iia_1938_39,123000,1.0407
total general excluding the ussr,hemp: fibre,area,hectares,1933,revised,iia_1933_34,231000,iia_1938_39,238000,1.0303
total general excluding the ussr,hemp: fibre,production,tonnes,1933,revised,iia_1933_34,173000,iia_1938_39,183000,1.0578
total general excluding the ussr,hempseed,area,hectares,1933,revised,iia_1933_34,118000,iia_1938_39,135000,1.1441
total general excluding the ussr,hempseed,production,tonnes,1933,revised,iia_1933_34,51000,iia_1938_39,53700,1.0529
total general excluding the ussr,linseed,area,hectares,1933,revised,iia_1933_34,4400000,iia_1938_39,4390000,1.0023
total general excluding the ussr,linseed,production,tonnes,1933,revised,iia_1933_34,2250000,iia_1938_39,2415000,1.0733
total general excluding the ussr,rye,area,hectares,1933,revised,iia_1933_34,18750,iia_1938_39,18760000,1000.5333
total general excluding the ussr,rye,production,tonnes,1933,revised,iia_1933_34,26760000,iia_1938_39,26650000,1.0041
total general excluding the ussr,sugar: beet,production,tonnes,1933,revised,iia_1933_34,7790000,iia_1938_39,7060000,1.1034
total general including the ussr,cottonseed,area,hectares,1933,revised,iia_1933_34,30270000,iia_1938_39,30640000,1.0122
total general including the ussr,cottonseed,production,tonnes,1933,revised,iia_1933_34,11904000,iia_1938_39,11840000,1.0054
total general including the ussr,flax: fibre,area,hectares,1933,revised,iia_1933_34,2710000,iia_1938_39,2720000,1.0037
total general including the ussr,flax: fibre,production,tonnes,1933,revised,iia_1933_34,688000,iia_1938_39,671000,1.0253
total general including the ussr,hemp: fibre,production,tonnes,1933,revised,iia_1933_34,327000,iia_1938_39,339000,1.0367
total general including the ussr,hempseed,area,hectares,1933,revised,iia_1933_34,870000,iia_1938_39,850000,1.0235
total general including the ussr,linseed,area,hectares,1933,revised,iia_1933_34,7130000,iia_1938_39,7100000,1.0042
total general including the ussr,linseed,production,tonnes,1933,revised,iia_1933_34,3030000,iia_1938_39,3159000,1.0426
total general including the ussr,rye,area,hectares,1933,revised,iia_1933_34,44150000,iia_1938_39,44140000,1.0002
total general including the ussr,rye,production,tonnes,1933,revised,iia_1933_34,50950000,iia_1938_39,50840000,1.0022
total general including the ussr,sugar: beet,production,tonnes,1933,revised,iia_1933_34,8873000,iia_1938_39,8050000,1.1022
total general including the ussr,tobacco,area,hectares,1933,revised,iia_1933_34,2360000,iia_1938_39,2390000,1.0127
total general including the ussr,tobacco,production,tonnes,1933,revised,iia_1933_34,2200000,iia_1938_39,217000000,98.6364
total north hemisphere aggregated,groundnut,area,hectares,1933,revised,iia_1933_34,5540000,iia_1938_39,5610000,1.0126
total north hemisphere aggregated,groundnut,production,tonnes,1933,revised,iia_1933_34,5130000,iia_1938_39,5230000,1.0195
total north hemisphere aggregated,hops,area,hectares,1933,revised,iia_1933_34,44000,iia_1938_39,460000,10.4545
total north hemisphere aggregated,hops,production,tonnes,1933,revised,iia_1933_34,46600,iia_1938_39,4770000,102.3605
total north hemisphere aggregated,tea,area,hectares,1933,revised,iia_1933_34,655000,iia_1938_39,647000,1.0124
total north hemisphere aggregated,tea,production,tonnes,1933,revised,iia_1933_34,335800,iia_1938_39,335400,1.0012
total north hemisphere aggregated,wine,production,tonnes,1933,revised,iia_1933_34,13913900,iia_1938_39,14469000,1.0399
total north hemisphere aggregated excluding the ussr,rye,area,hectares,1933,revised,iia_1933_34,18300000,iia_1938_39,18410000,1.0060
total north hemisphere aggregated excluding the ussr,rye,production,tonnes,1933,revised,iia_1933_34,26467000,iia_1938_39,26430000,1.0014
total north hemisphere aggregated excluding the ussr,tobacco,area,hectares,1933,revised,iia_1933_34,1800000,iia_1938_39,1820000,1.0111
total north hemisphere aggregated excluding the ussr,tobacco,production,tonnes,1933,revised,iia_1933_34,1782000,iia_1938_39,180700000,101.4029
total south hemisphere aggregated,groundnut,area,hectares,1933,revised,iia_1933_34,550000,iia_1938_39,560000,1.0182
total south hemisphere aggregated,groundnut,production,tonnes,1933,revised,iia_1933_34,490000,iia_1938_39,540000,1.1020
total south hemisphere aggregated,linseed,production,tonnes,1933,revised,iia_1933_34,1515000,iia_1938_39,1665000,1.0990
total south hemisphere aggregated,rye,area,hectares,1933,revised,iia_1933_34,450000,iia_1938_39,350000,1.2857
total south hemisphere aggregated,rye,production,tonnes,1933,revised,iia_1933_34,290000,iia_1938_39,225000,1.2889
total south hemisphere aggregated,tobacco,production,tonnes,1933,revised,iia_1933_34,250000,iia_1938_39,21800000,87.2000
total south hemisphere aggregated,wine,production,tonnes,1933,revised,iia_1933_34,10465000,iia_1938_39,1221220,8.5693
turkey,cottonseed,area,hectares,1933,revised,iia_1933_34,161950,iia_1938_39,162000,1.0003
turkey,cottonseed,production,tonnes,1933,revised,iia_1933_34,55380,iia_1938_39,64800,1.1701
turkey,linseed,area,hectares,1933,revised,iia_1933_34,34300,iia_1938_39,8000,4.2875
turkey,linseed,production,tonnes,1933,revised,iia_1933_34,5201,iia_1938_39,6900,1.3267
turkey,olive grove,area,hectares,1933,revised,iia_1933_34,665952,iia_1938_39,694000,1.0421
turkey,olive: oil,production,tonnes,1933,revised,iia_1933_34,19640.9,iia_1938_39,22700,1.1558
turkey,rye,area,hectares,1933,revised,iia_1933_34,281800,iia_1938_39,344000,1.2207
turkey,rye,production,tonnes,1933,revised,iia_1933_34,341147,iia_1938_39,264300,1.2908
turkey,sesame,area,hectares,1933,revised,iia_1933_34,84800,iia_1938_39,71000,1.1944
turkey,sesame,production,tonnes,1933,revised,iia_1933_34,39960,iia_1938_39,26700,1.4966
turkey,spelt,area,hectares,1933,revised,iia_1933_34,92900,iia_1938_39,31000,2.9968
turkey,spelt,production,tonnes,1933,revised,iia_1933_34,114656,iia_1938_39,47100,2.4343
turkey,sugar: beet,production,tonnes,1933,revised,iia_1933_34,73097,iia_1938_39,65500,1.1160
turkey,tobacco,area,hectares,1933,revised,iia_1933_34,51032,iia_1938_39,51000,1.0006
turkey,tobacco,production,tonnes,1933,revised,iia_1933_34,35367.1,iia_1938_39,4014800,113.5179
uk,eggs,production,tonnes,1929,revised,iia_1929_30,136906,iia_1933_34,160622,1.1732
uk,eggs,production,tonnes,1932,revised,iia_1933_34,209185.9,iia_1938_39,209239.8,1.0003
uk,eggs,production,tonnes,1933,revised,iia_1933_34,219265.2,iia_1938_39,219480.8,1.0010
uk,fertilizers: ammonium sulfate,production,tonnes,1933,revised,iia_1933_34,571018,iia_1938_39,571000,1.0000
uk,fertilizers: calcium superphosphate,production,tonnes,1933,revised,iia_1933_34,382034,iia_1938_39,382000,1.0001
uk,fertilizers: copper(ii) sulfate,production,tonnes,1933,revised,iia_1933_34,41165,iia_1938_39,41200,1.0009
uk,hops,area,hectares,1933,revised,iia_1933_34,6837,iia_1938_39,68000,9.9459
uk,hops,production,tonnes,1920,revised,iia_1909_21,14275.4,iia_1925_26,15291.4,1.0712
uk,hops,production,tonnes,1933,revised,iia_1933_34,10973.2,iia_1938_39,1097300,99.9982
uk,rye,area,hectares,1933,revised,iia_1933_34,5804,iia_1938_39,6000,1.0338
uk,rye,production,tonnes,1933,revised,iia_1933_34,10058.9,iia_1938_39,10100,1.0041
uk,slag: basic,production,tonnes,1933,revised,iia_1933_34,194065,iia_1938_39,194100,1.0002
uk,sugar: beet,production,tonnes,1933,revised,iia_1933_34,506029,iia_1938_39,462600,1.0939
uk: england and wales,eggs,production,tonnes,1929,revised,iia_1929_30,100469.6,iia_1933_34,123808.3,1.2323
uk: england and wales,eggs,production,tonnes,1933,revised,iia_1933_34,169892.8,iia_1938_39,170000.6,1.0006
uk: great britain,flax: fibre,area,hectares,1933,revised,iia_1933_34,226,iia_1938_39,1000,4.4248
uk: northern ireland,eggs,production,tonnes,1929,revised,iia_1929_30,23392.6,iia_1933_34,23769.9,1.0161
uk: northern ireland,eggs,production,tonnes,1932,revised,iia_1933_34,25872,iia_1938_39,25925.9,1.0021
uk: northern ireland,eggs,production,tonnes,1933,revised,iia_1933_34,27542.9,iia_1938_39,27650.7,1.0039
uk: northern ireland,flax: fibre,area,hectares,1933,revised,iia_1933_34,3959,iia_1938_39,4000,1.0104
uk: northern ireland,flax: fibre,production,tonnes,1933,revised,iia_1933_34,2207.9,iia_1938_39,2200,1.0036
union of south africa,cottonseed,production,tonnes,1933,revised,iia_1933_34,990,iia_1938_39,800,1.2375
union of south africa,"fertilizers: guano, natural",production,tonnes,1933,revised,iia_1933_34,6460,iia_1938_39,5100,1.2667
union of south africa,groundnut,production,tonnes,1933,revised,iia_1933_34,9729.4,iia_1938_39,11000,1.1306
union of south africa,sugar: cane,production,tonnes,1933,revised,iia_1933_34,354866.3,iia_1938_39,354900,1.0001
union of south africa,tobacco,production,tonnes,1933,revised,iia_1933_34,6894.6,iia_1938_39,634900,92.0866
union of south africa,wine,production,tonnes,1933,revised,iia_1933_34,82906.551,iia_1938_39,105014,1.2667
uruguay,linseed,area,hectares,1933,revised,iia_1933_34,104988,iia_1938_39,105000,1.0001
uruguay,linseed,production,tonnes,1933,revised,iia_1933_34,73059.9,iia_1938_39,73100,1.0005
uruguay,wine,production,tonnes,1933,revised,iia_1933_34,50050,iia_1938_39,53053,1.0600
us philippines,eggs,production,tonnes,1932,revised,iia_1933_34,5898.5465,iia_1938_39,5875.1,1.0040
us philippines,eggs,production,tonnes,1933,revised,iia_1933_34,6330.1777,iia_1938_39,6198.5,1.0212
us philippines,groundnut,area,hectares,1933,revised,iia_1933_34,6535,iia_1938_39,7000,1.0712
us philippines,groundnut,production,tonnes,1933,revised,iia_1933_34,5978.4,iia_1938_39,6000,1.0036
us philippines,hemp: manila,area,hectares,1933,revised,iia_1933_34,447170,iia_1938_39,447000,1.0004
us philippines,hemp: manila,production,tonnes,1933,revised,iia_1933_34,134456.3,iia_1938_39,134500,1.0003
us philippines,sugar: cane,production,tonnes,1933,revised,iia_1933_34,715000,iia_1938_39,749600,1.0484
us philippines,tobacco,area,hectares,1933,revised,iia_1933_34,74610,iia_1938_39,75000,1.0052
us philippines,tobacco,production,tonnes,1933,revised,iia_1933_34,41750.3,iia_1938_39,4175000,99.9993
us puerto rico,coffee: raw,area,hectares,1933,revised,iia_1933_34,80900,iia_1938_39,62000,1.3048
us puerto rico,coffee: raw,production,tonnes,1933,revised,iia_1933_34,50.8,iia_1938_39,4100,80.7087
us puerto rico,sugar: cane,production,tonnes,1933,revised,iia_1933_34,890057.1,iia_1938_39,947000,1.0640
us puerto rico,tobacco,area,hectares,1933,revised,iia_1933_34,10239,iia_1938_39,10000,1.0239
us puerto rico,tobacco,production,tonnes,1933,revised,iia_1933_34,7711,iia_1938_39,761300,98.7291
us samoa,tobacco,production,tonnes,1933,revised,iia_1933_34,34,iia_1938_39,3400,100.0000
us virgin islands,sugar: cane,production,tonnes,1933,revised,iia_1933_34,4800,iia_1938_39,3100,1.5484
usa,citrus fruits: grapefruits,production,tonnes,1933,revised,iia_1933_34,453304.8,iia_1938_39,498000,1.0986
usa,citrus fruits: lemons,production,tonnes,1933,revised,iia_1933_34,228250,iia_1938_39,251500,1.1019
usa,cottonseed,area,hectares,1933,revised,iia_1933_34,12131800,iia_1938_39,11891000,1.0203
usa,cottonseed,production,tonnes,1933,revised,iia_1933_34,5264390,iia_1938_39,5264800,1.0001
usa,eggs,production,tonnes,1932,revised,iia_1933_34,1741401.2,iia_1938_39,1956462.2,1.1235
usa,eggs,production,tonnes,1933,revised,iia_1933_34,1714720.7,iia_1938_39,1914204.6,1.1163
usa,fertilizers: ammonium sulfate,production,tonnes,1933,revised,iia_1933_34,201981,iia_1938_39,190650,1.0594
usa,fertilizers: calcium superphosphate,production,tonnes,1933,revised,iia_1933_34,2444746,iia_1938_39,2444700,1.0000
usa,fertilizers: copper(ii) sulfate,production,tonnes,1933,revised,iia_1933_34,25378,iia_1938_39,22200,1.1432
usa,"fertilizers: phosphate, natural",production,tonnes,1933,revised,iia_1933_34,2346326,iia_1938_39,2397500,1.0218
usa,groundnut,area,hectares,1933,revised,iia_1933_34,544308,iia_1938_39,594000,1.0913
usa,groundnut,production,tonnes,1933,revised,iia_1933_34,410821,iia_1938_39,438900,1.0683
usa,hops,area,hectares,1933,revised,iia_1933_34,12262,iia_1938_39,123000,10.0310
usa,hops,production,tonnes,1920,revised,iia_1909_21,15549.1,iia_1925_26,12584.4,1.2356
usa,hops,production,tonnes,1933,revised,iia_1933_34,18127.7,iia_1938_39,1812800,100.0017
usa,linseed,area,hectares,1933,revised,iia_1933_34,537428,iia_1938_39,543000,1.0104
usa,linseed,production,tonnes,1933,revised,iia_1933_34,176460.7,iia_1938_39,175400,1.0060
usa,olive grove,production,tonnes,1933,revised,iia_1933_34,12700.6,iia_1938_39,12700,1.0000
usa,rye,area,hectares,1933,revised,iia_1933_34,950617,iia_1938_39,979000,1.0299
usa,rye,production,tonnes,1933,revised,iia_1933_34,537231.1,iia_1938_39,544000,1.0126
usa,soybean,area,hectares,1933,revised,iia_1933_34,330600,iia_1938_39,403000,1.2190
usa,soybean,production,tonnes,1933,revised,iia_1933_34,304200,iia_1938_39,357800,1.1762
usa,sugar: beet,production,tonnes,1933,revised,iia_1933_34,1601700,iia_1938_39,1489600,1.0753
usa,sulphur,production,tonnes,1933,revised,iia_1933_34,1428626,iia_1938_39,1428600,1.0000
usa,tobacco,area,hectares,1933,revised,iia_1933_34,710878,iia_1938_39,704000,1.0098
usa,tobacco,production,tonnes,1933,revised,iia_1933_34,624883.3,iia_1938_39,62193100,99.5275
usa: hawaii,eggs,production,tonnes,1929,revised,iia_1929_30,1034.88,iia_1933_34,1028.1964,1.0065
usa: hawaii,eggs,production,tonnes,1932,revised,iia_1933_34,1098.9132,iia_1938_39,1078,1.0194
usa: hawaii,sugar: cane,production,tonnes,1933,revised,iia_1933_34,933493.4,iia_1938_39,813400,1.1476
ussr,cottonseed,area,hectares,1933,revised,iia_1933_34,2051600,iia_1938_39,2052000,1.0002
ussr,cottonseed,production,tonnes,1933,revised,iia_1933_34,871200,iia_1938_39,868200,1.0035
ussr,fertilizers: ammonium sulfate,production,tonnes,1933,revised,iia_1933_34,140000,iia_1938_39,138400,1.0116
ussr,fertilizers: calcium superphosphate,production,tonnes,1933,revised,iia_1933_34,688800,iia_1938_39,690200,1.0020
ussr,"fertilizers: phosphate, natural",production,tonnes,1933,revised,iia_1933_34,487000,iia_1938_39,370800,1.3134
ussr,flax: fibre,area,hectares,1933,revised,iia_1933_34,2399100,iia_1938_39,2395000,1.0017
ussr,flax: fibre,production,tonnes,1933,revised,iia_1933_34,560000,iia_1938_39,548000,1.0219
ussr,groundnut,area,hectares,1933,revised,iia_1933_34,2600,iia_1938_39,3000,1.1538
ussr,hemp: fibre,area,hectares,1933,revised,iia_1933_34,755000,iia_1938_39,711000,1.0619
ussr,hemp: fibre,production,tonnes,1933,revised,iia_1933_34,154100,iia_1938_39,156500,1.0156
ussr,hempseed,area,hectares,1933,revised,iia_1933_34,755000,iia_1938_39,711000,1.0619
ussr,hempseed,production,tonnes,1933,revised,iia_1933_34,280000,iia_1938_39,276900,1.0112
ussr,linseed,area,hectares,1933,revised,iia_1933_34,2734600,iia_1938_39,2711000,1.0087
ussr,linseed,production,tonnes,1933,revised,iia_1933_34,780000,iia_1938_39,744400,1.0478
ussr,rapeseed,area,hectares,1933,revised,iia_1933_34,20400,iia_1938_39,20000,1.0200
ussr,rye,area,hectares,1933,revised,iia_1933_34,25400000,iia_1938_39,25382000,1.0007
ussr,rye,production,tonnes,1933,revised,iia_1933_34,24190000,iia_1938_39,24185700,1.0002
ussr,sesame,area,hectares,1933,revised,iia_1933_34,23200,iia_1938_39,23000,1.0087
ussr,sesame,production,tonnes,1933,revised,iia_1933_34,8110,iia_1938_39,8100,1.0012
ussr,soybean,area,hectares,1933,revised,iia_1933_34,163600,iia_1938_39,164000,1.0024
ussr,soybean,production,tonnes,1933,revised,iia_1933_34,105580,iia_1938_39,105600,1.0002
ussr,sugar: beet,production,tonnes,1933,revised,iia_1933_34,1083500,iia_1938_39,995300,1.0886
ussr,tobacco,area,hectares,1933,revised,iia_1933_34,188100,iia_1938_39,196000,1.0420
ussr,tobacco,production,tonnes,1933,revised,iia_1933_34,169170,iia_1938_39,14821000,87.6101
ussr: transcaucasian sfsr,tea,area,hectares,1933,revised,iia_1933_34,33325,iia_1938_39,33000,1.0098
ussr: transcaucasian sfsr,tea,production,tonnes,1933,revised,iia_1933_34,748,iia_1938_39,792,1.0588
venezuela,cacao: raw,production,tonnes,1933,revised,iia_1933_34,11441,iia_1938_39,14000,1.2237
venezuela,coffee: raw,production,tonnes,1933,revised,iia_1933_34,57000,iia_1938_39,48100,1.1850
venezuela,sugar: cane,production,tonnes,1933,revised,iia_1933_34,20320,iia_1938_39,20300,1.0010
yugoslavia,cottonseed,area,hectares,1933,revised,iia_1933_34,820,iia_1938_39,1000,1.2195
yugoslavia,cottonseed,production,tonnes,1933,revised,iia_1933_34,160,iia_1938_39,200,1.2500
yugoslavia,flax: fibre,area,hectares,1933,revised,iia_1933_34,11129,iia_1938_39,11000,1.0117
yugoslavia,flax: fibre,production,tonnes,1933,revised,iia_1933_34,9927.7,iia_1938_39,9900,1.0028
yugoslavia,hemp: fibre,area,hectares,1933,revised,iia_1933_34,30394,iia_1938_39,30000,1.0131
yugoslavia,hemp: fibre,production,tonnes,1933,revised,iia_1933_34,27863.3,iia_1938_39,27900,1.0013
yugoslavia,hempseed,production,tonnes,1933,revised,iia_1933_34,1503.8,iia_1938_39,1500,1.0025
yugoslavia,hops,area,hectares,1933,revised,iia_1933_34,1694,iia_1938_39,17000,10.0354
yugoslavia,hops,production,tonnes,1933,revised,iia_1933_34,1464.3,iia_1938_39,146400,99.9795
yugoslavia,linseed,production,tonnes,1933,revised,iia_1933_34,997.5,iia_1938_39,1000,1.0025
yugoslavia,meslin,area,hectares,1933,revised,iia_1933_34,54584,iia_1938_39,17000,3.2108
yugoslavia,meslin,production,tonnes,1933,revised,iia_1933_34,55573,iia_1938_39,14400,3.8592
yugoslavia,olive: oil,production,tonnes,1933,revised,iia_1933_34,4253.2,iia_1938_39,4300,1.0110
yugoslavia,rapeseed,area,hectares,1933,revised,iia_1933_34,3383,iia_1938_39,3000,1.1277
yugoslavia,rapeseed,production,tonnes,1933,revised,iia_1933_34,2776.8,iia_1938_39,2800,1.0084
yugoslavia,rye,area,hectares,1933,revised,iia_1933_34,256200,iia_1938_39,256000,1.0008
yugoslavia,rye,production,tonnes,1933,revised,iia_1933_34,245348.7,iia_1938_39,245300,1.0002
yugoslavia,spelt,area,hectares,1933,revised,iia_1933_34,16716,iia_1938_39,55000,3.2903
yugoslavia,spelt,production,tonnes,1933,revised,iia_1933_34,14415.2,iia_1938_39,55600,3.8570
yugoslavia,sugar: beet,production,tonnes,1933,revised,iia_1933_34,74466.9,iia_1938_39,67100,1.1098
yugoslavia,tobacco,area,hectares,1933,revised,iia_1933_34,11144,iia_1938_39,11000,1.0131
yugoslavia,tobacco,production,tonnes,1933,revised,iia_1933_34,8750.7,iia_1938_39,875100,100.0034
yugoslavia,wine,production,tonnes,1933,revised,iia_1933_34,259596.155,iia_1938_39,259623,1.0001
austria,hemp: fibre,area,hectares,1933,zero_contradicted,iia_1933_34,310,iia_1938_39,0,inf
austria,hempseed,area,hectares,1933,zero_contradicted,iia_1933_34,78,iia_1938_39,0,inf
austria,hempseed,production,tonnes,1933,zero_contradicted,iia_1933_34,36.6,iia_1938_39,0,inf
austria,meslin,area,hectares,1933,zero_contradicted,iia_1933_34,8588,iia_1938_39,0,inf
austria,meslin,production,tonnes,1933,zero_contradicted,iia_1933_34,11582.5,iia_1938_39,0,inf
austria,soybean,area,hectares,1933,zero_contradicted,iia_1933_34,240,iia_1938_39,0,inf
belgian ruanda-urundi,tobacco,area,hectares,1933,zero_contradicted,iia_1933_34,450,iia_1938_39,0,inf
belgium,hemp: fibre,area,hectares,1933,zero_contradicted,iia_1933_34,17,iia_1938_39,0,inf
belgium,hemp: fibre,production,tonnes,1933,zero_contradicted,iia_1933_34,16.7,iia_1938_39,0,inf
belgium,hempseed,area,hectares,1933,zero_contradicted,iia_1933_34,17,iia_1938_39,0,inf
belgium,hempseed,production,tonnes,1933,zero_contradicted,iia_1933_34,13.1,iia_1938_39,0,inf
belgium,rapeseed,area,hectares,1933,zero_contradicted,iia_1933_34,70,iia_1938_39,0,inf
british antigua,cottonseed,area,hectares,1933,zero_contradicted,iia_1933_34,26,iia_1938_39,0,inf
british antigua,cottonseed,production,tonnes,1933,zero_contradicted,iia_1933_34,3,iia_1938_39,0,inf
british barbados,cottonseed,area,hectares,1933,zero_contradicted,iia_1933_34,25,iia_1938_39,0,inf
british barbados,cottonseed,production,tonnes,1933,zero_contradicted,iia_1933_34,2,iia_1938_39,0,inf
british borneo,tobacco,area,hectares,1933,zero_contradicted,iia_1933_34,303,iia_1938_39,0,inf
british cyprus,hemp: fibre,area,hectares,1933,zero_contradicted,iia_1933_34,71,iia_1938_39,0,inf
british cyprus,hemp: fibre,production,tonnes,1933,zero_contradicted,iia_1933_34,42.8,iia_1938_39,0,inf
british cyprus,hempseed,area,hectares,1933,zero_contradicted,iia_1933_34,71,iia_1938_39,0,inf
british cyprus,hempseed,production,tonnes,1933,zero_contradicted,iia_1933_34,13.4,iia_1938_39,0,inf
