layer_b_label,item,unit,n_values,n_distinct,raw_label,raw_product,product_agrees,share,status,runner_up,label_is_mixed
hungary,yarn of true hemp,tonnes,19,19,hungary,hemp: fibre,yes,1.0000,attributable,"ussr/citrus fruits: lemons, mandarins, oranges=0.05",no
india,coffee green,ha,17,17,,,,,unattributable,british india/coffee: raw=0.18,no
india,cotton lint,ha,25,22,,,,,unattributable,uruguay/rye=0.16,no
india,cotton seed,ha,12,10,,,,,unattributable,uruguay/rye=0.17,no
india,cotton seed,tonnes,13,13,,,,,unattributable,us philippines/cacao: raw=0.15,no
india,eggs hen in shell,tonnes,7,5,,,,,too_few_values,,no
india,fertilizer mixed,tonnes,4,4,,,,,too_few_values,,no
india,flax fibre and tow,ha,13,13,british india,flax,yes,1.0000,attributable,yugoslavia/wine=0.00,no
india,groundnuts with shell,ha,18,10,,,,,unattributable,french india/groundnut=0.56,no
india,groundnuts with shell,tonnes,1,1,,,,,too_few_values,,no
india,jute,ha,21,21,british india,jute,yes,1.0000,attributable,yugoslavia/wine=0.00,no
india,jute,tonnes,21,21,british india,jute,yes,1.0000,attributable,yugoslavia/wine=0.00,no
india,k,tonnes,4,4,,,,,too_few_values,,no
india,linseed,ha,8,8,british india,linseed,yes,1.0000,attributable,[error] inde/linseed=0.12,no
india,linseed,tonnes,1,1,,,,,too_few_values,,no
india,n,tonnes,4,4,,,,,too_few_values,,no
india,p,tonnes,4,4,,,,,too_few_values,,no
india,rapeseed,ha,21,21,british india,rapeseed,yes,1.0000,attributable,[error] inde/rapeseed=0.05,no
india,rapeseed,tonnes,20,20,british india,rapeseed,yes,1.0000,attributable,yugoslavia/wine=0.00,no
india,rubber natural,ha,4,4,,,,,too_few_values,,no
india,sesame seed,ha,18,9,,,,,unattributable,new zealand/tobacco=0.56,no
india,sesame seed,tonnes,18,10,,,,,unattributable,french india/sesame=0.56,no
india,sugar raw centrifugal,tonnes,21,21,british india,sugar: cane,yes,0.6667,attributable,yugoslavia/wine=0.00,no
india,tea,ha,19,19,,,,,unattributable,british india/tea=0.42,no
india,tea,tonnes,20,20,british india,tea,yes,0.8500,attributable,yugoslavia/wine=0.00,no
india,tobacco unmanufactured,ha,19,19,,,,,unattributable,british india/tobacco=0.21,no
iran,castor beans seed,tonnes,4,4,,,,,too_few_values,,no
iran,cotton lint,ha,13,10,iran,cottonseed,yes,1.0000,attributable,total/groundnut=0.31,no
iran,cotton seed,ha,13,10,iran,cottonseed,yes,1.0000,attributable,total/groundnut=0.31,no
iran,cotton seed,tonnes,17,17,iran,cottonseed,yes,1.0000,attributable,turkey/tobacco=0.06,no
iran,grapes,tonnes,4,3,,,,,too_few_values,,no
iran,jute,ha,4,2,,,,,too_few_values,,no
iran,jute,tonnes,6,6,,,,,too_few_values,,no
iran,oranges,tonnes,4,4,,,,,too_few_values,,no
iran,raisins,tonnes,12,10,iran,raisins,yes,0.9167,attributable,yugoslavia/spelt=0.08,no
iran,sesame seed,ha,4,3,,,,,too_few_values,,no
iran,sesame seed,tonnes,6,6,,,,,too_few_values,,no
iran,silk worm cocoons reelable,tonnes,8,8,iran,sericulture,no,1.0000,attributable,venezuela/cotton: ginned=0.12,no
iran,sugar raw centrifugal,tonnes,12,12,iran,sugar: beet,yes,1.0000,attributable,uk: great britain/flax: fibre=0.17,no
iran,tea,ha,6,5,,,,,too_few_values,,no
iran,tea,tonnes,6,6,,,,,too_few_values,,no
iran,tobacco unmanufactured,ha,14,8,iran,tobacco,yes,1.0000,attributable,total/tea=0.29,no
iran,tobacco unmanufactured,tonnes,1,1,,,,,too_few_values,,no
iran,wine,tonnes,1,1,,,,,too_few_values,,no
iraq,beans dry,ha,1,1,,,,,too_few_values,,no
iraq,beans dry,tonnes,5,4,,,,,too_few_values,,no
iraq,cotton lint,ha,11,8,british iraq,cottonseed,yes,1.0000,attributable,"usa: california/vineyards: grapes, raisins=0.18",no
iraq,cotton lint,tonnes,20,16,british iraq,cotton: ginned,yes,0.6000,attributable,british southern rhodesia/beans: dried=0.15,no
iraq,cotton seed,ha,11,8,british iraq,cottonseed,yes,1.0000,attributable,"usa: california/vineyards: grapes, raisins=0.18",no
iraq,cotton seed,tonnes,19,18,british iraq,cottonseed,yes,1.0000,attributable,nicaragua/cottonseed=0.16,no
iraq,sesame seed,ha,9,7,british iraq,sesame,yes,1.0000,attributable,"total/citrus fruits: cedrats, lemons, limes, sweet limes, other=0.33",no
iraq,sesame seed,tonnes,9,9,british iraq,sesame,yes,1.0000,attributable,total/cottonseed=0.22,no
iraq,silk worm cocoons reelable,tonnes,3,3,,,,,too_few_values,,no
iraq,tobacco unmanufactured,ha,8,7,british iraq,tobacco,yes,1.0000,attributable,total/tea=0.38,no
iraq,tobacco unmanufactured,tonnes,1,1,,,,,too_few_values,,no
ireland,butter cow milk,tonnes,7,6,,,,,too_few_values,,no
ireland,eggs hen in shell,tonnes,15,14,ireland,eggs,yes,1.0000,attributable,yugoslavia/wine=0.00,no
ireland,milk whole fresh cow,tonnes,7,7,,,,,too_few_values,,no
ireland,n,tonnes,4,1,,,,,too_few_values,,no
ireland,p,tonnes,4,4,,,,,too_few_values,,no
ireland,rye,ha,3,2,,,,,too_few_values,,no
ireland,rye,tonnes,2,2,,,,,too_few_values,,no
ireland,sugar raw centrifugal,tonnes,16,16,ireland,sugar: beet,yes,1.0000,attributable,total/olive: oil=0.06,no
ireland,tobacco unmanufactured,ha,6,1,,,,,too_few_values,,no
israel,eggs hen in shell,tonnes,7,7,,,,,too_few_values,,no
israel,grapefruit inc pomelos,tonnes,7,7,,,,,too_few_values,,no
israel,grapes,ha,7,3,,,,,too_few_values,,no
israel,grapes,tonnes,20,20,,,,,unattributable,british palestine/vineyards: all=0.35,no
israel,lemons and limes,tonnes,9,9,british palestine,citrus fruits: lemons,yes,1.0000,attributable,us puerto rico/citrus fruits: oranges=0.22,no
israel,milk whole fresh cow,tonnes,1,1,,,,,too_few_values,,no
israel,oats,ha,6,1,,,,,too_few_values,,no
israel,oats,tonnes,7,5,,,,,too_few_values,,no
israel,oil olive virgin,tonnes,17,16,british palestine,olive: oil,yes,1.0000,attributable,canada/flax: fibre=0.12,no
israel,olives,ha,11,9,british palestine,olive grove,yes,1.0000,attributable,uruguay/sunflower=0.18,no
israel,olives,tonnes,20,20,british palestine,olive grove,yes,1.0000,attributable,usa/olive grove=0.05,no
israel,oranges,ha,5,4,,,,,too_few_values,,no
israel,oranges,tonnes,9,9,british palestine,citrus fruits: oranges,yes,1.0000,attributable,romania/cotton: ginned=0.11,no
israel,raisins,tonnes,1,1,,,,,too_few_values,,no
israel,sesame seed,ha,11,9,british palestine,sesame,yes,1.0000,attributable,total/flax: fibre=0.18,no
israel,sesame seed,tonnes,20,20,british palestine,sesame,yes,1.0000,attributable,germany/beans: dried=0.10,no
israel,tobacco unmanufactured,ha,19,12,british palestine,tobacco,yes,1.0000,attributable,mexico/vineyards: all=0.32,no
israel,tobacco unmanufactured,tonnes,19,19,british palestine,tobacco,yes,1.0000,attributable,turkey/meslin=0.05,no
israel,wine,ha,4,2,,,,,too_few_values,,no
israel,wine,tonnes,18,16,,,,,unattributable,yugoslavia/wine=0.00,no
italy,butter cow milk,tonnes,7,7,,,,,too_few_values,,no
italy,cheese processed,tonnes,7,7,,,,,too_few_values,,no
italy,cotton lint,ha,20,16,italy,cottonseed,yes,1.0000,attributable,yugoslavia/rye=0.10,no
italy,cotton seed,ha,20,16,italy,cottonseed,yes,1.0000,attributable,yugoslavia/rye=0.10,no
italy,cotton seed,tonnes,19,17,italy,cottonseed,yes,1.0000,attributable,egypt/linseed=0.11,no
italy,eggs hen in shell,tonnes,7,7,,,,,too_few_values,,no
italy,fertilizer mixed,tonnes,17,17,italy,sulphur,no,1.0000,attributable,yugoslavia/wine=0.00,no
italy,lemons and limes,ha,2,2,,,,,too_few_values,,no
italy,milk whole fresh cow,tonnes,7,7,,,,,too_few_values,,no
italy,n,tonnes,16,16,italy,fertilizers: calcium cyanamide,unknown,1.0000,attributable,yugoslavia/wine=0.00,no
italy,olives,ha,1,1,,,,,too_few_values,,no
italy,oranges,ha,2,2,,,,,too_few_values,,no
italy,other berries and fruits of the genus vaccinium n e c,tonnes,20,20,italy,blackberries,no,1.0000,attributable,yugoslavia/wine=0.00,no
italy,other citrus fruit n e c,ha,4,1,,,,,too_few_values,,no
italy,other citrus fruit n e c,tonnes,8,8,italy,citrus fruits: other,yes,0.6250,attributable,"union of south africa/vineyards: grapes, raisins=0.12",no
italy,other sugar crops n e c,ha,7,1,,,,,too_few_values,,no
italy,other sugar crops n e c,tonnes,7,7,,,,,too_few_values,,no
italy,p,tonnes,16,16,italy,fertilizers: calcium superphosphate,unknown,1.0000,attributable,yugoslavia/wine=0.00,no
italy,sesame seed,tonnes,1,1,,,,,too_few_values,,no
italy,silk worm cocoons reelable,tonnes,33,33,italy,sericulture,no,1.0000,attributable,yugoslavia/wine=0.00,no
italy,sugar raw centrifugal,tonnes,33,33,italy,sugar: beet,yes,1.0000,attributable,uruguay/beans: dried=0.03,no
italy,wine,ha,11,11,italy,wine,yes,1.0000,attributable,yugoslavia/wine=0.00,no
italy,wine,tonnes,33,33,,,,,unattributable,yugoslavia/wine=0.00,no
italy,yarn of true hemp,ha,13,13,italy,hemp: fibre,yes,1.0000,attributable,turkey/beans: dried=0.08,no
italy,yarn of true hemp,tonnes,26,26,italy,hemp: fibre,yes,1.0000,attributable,denmark/fertilizers: calcium superphosphate=0.04,no
ivory coast,beans dry,ha,2,1,,,,,too_few_values,,no
ivory coast,cacao beans,ha,14,12,french ivory coast,cacao: raw,yes,1.0000,attributable,total/tobacco=0.07,no
ivory coast,coffee green,ha,14,13,french ivory coast,coffee: raw,yes,1.0000,attributable,total/hops=0.14,no
ivory coast,cotton lint,ha,3,3,,,,,too_few_values,,no
ivory coast,cotton lint,tonnes,3,3,,,,,too_few_values,,no
ivory coast,cotton seed,ha,3,3,,,,,too_few_values,,no
ivory coast,cotton seed,tonnes,3,3,,,,,too_few_values,,no
ivory coast,eggs hen in shell,tonnes,4,4,,,,,too_few_values,,no
ivory coast,groundnuts with shell,ha,14,11,french ivory coast,groundnut,yes,1.0000,attributable,usa/olive grove=0.14,no
ivory coast,groundnuts with shell,tonnes,12,9,french ivory coast,groundnut,yes,1.0000,attributable,italy/citrus fruits: other=0.25,no
ivory coast,sesame seed,ha,6,6,,,,,too_few_values,,no
ivory coast,sesame seed,tonnes,4,4,,,,,too_few_values,,no
ivory coast,tobacco unmanufactured,ha,11,5,,,,,too_few_distinct,,no
ivory coast,tobacco unmanufactured,tonnes,11,7,french ivory coast,tobacco,yes,1.0000,attributable,spain/hemp: fibre=0.27,no
jamaica,cacao beans,ha,20,20,british jamaica,cacao: raw,yes,1.0000,attributable,total/tea=0.05,no
jamaica,cacao beans,tonnes,29,25,british jamaica,cacao: raw,yes,1.0000,attributable,guatemala/cottonseed=0.10,no
jamaica,coffee green,ha,20,20,british jamaica,coffee: raw,yes,1.0000,attributable,usa/flax: fibre=0.05,no
jamaica,coffee green,tonnes,28,27,british jamaica,coffee: raw,yes,1.0000,attributable,"total/vineyards: grapes, raisins=0.07",no
jamaica,cotton lint,ha,20,17,british jamaica,cotton,yes,0.6500,attributable,netherlands/beans: dried=0.10,no
jamaica,cotton lint,tonnes,14,13,,,,,unattributable,british jamaica/cotton=0.50,no
jamaica,cotton seed,ha,7,5,,,,,too_few_values,,no
jamaica,cotton seed,tonnes,7,6,,,,,too_few_values,,no
jamaica,grapefruit inc pomelos,ha,2,2,,,,,too_few_values,,no
jamaica,grapefruit inc pomelos,tonnes,14,13,british jamaica,citrus fruits: grapefruits,yes,1.0000,attributable,british saint vincent/groundnut=0.21,no
jamaica,lemons and limes,tonnes,4,2,,,,,too_few_values,,no
jamaica,oranges,ha,2,2,,,,,too_few_values,,no
jamaica,oranges,tonnes,14,14,british jamaica,citrus fruits: oranges,yes,1.0000,attributable,union of south africa/cottonseed=0.14,no
jamaica,sugar raw centrifugal,tonnes,1,1,,,,,too_few_values,,no
jamaica,tobacco unmanufactured,ha,13,13,british jamaica,tobacco,yes,1.0000,attributable,french algeria/flax=0.15,no
jamaica,tobacco unmanufactured,tonnes,3,3,,,,,too_few_values,,no
japan,beans dry,ha,5,5,,,,,too_few_values,,no
japan,beans dry,tonnes,5,5,,,,,too_few_values,,no
japan,cotton lint,ha,22,20,japan,cotton,yes,0.8636,attributable,yugoslavia/soybean=0.14,no
japan,cotton lint,tonnes,23,21,japan,cotton,yes,0.8261,attributable,japanese taiwan/rapeseed=0.13,no
japan,cotton seed,ha,11,8,japan,cottonseed,yes,1.0000,attributable,yugoslavia/sesame=0.36,no
japan,cotton seed,tonnes,10,9,japan,cottonseed,yes,1.0000,attributable,french cambodia/cotton: ginned=0.30,no
japan,eggs hen in shell,tonnes,11,11,japan,eggs,yes,1.0000,attributable,yugoslavia/wine=0.00,no
japan,fertilizer mixed,tonnes,16,16,japan,sulphur,no,1.0000,attributable,yugoslavia/wine=0.00,no
japan,flax fibre and tow,ha,23,21,,,,,unattributable,japan/linseed=0.52,no
japan,flax fibre and tow,tonnes,24,24,japan,flax: fibre,yes,0.8333,attributable,czechoslovakia/hempseed=0.08,no
japan,grapes,ha,6,3,,,,,too_few_values,,no
japan,grapes,tonnes,22,22,,,,,unattributable,japan/vineyards: grapes=0.50,no
japan,groundnuts with shell,ha,11,8,japan,groundnut,yes,1.0000,attributable,mexico/cacao: raw=0.36,no
japan,groundnuts with shell,tonnes,1,1,,,,,too_few_values,,no
japan,hemp tow waste,ha,12,12,japan,hemp,yes,1.0000,attributable,yugoslavia/wine=0.00,no
japan,jute,ha,16,13,japan,jute,yes,1.0000,attributable,yugoslavia/sesame=0.25,no
japan,jute,tonnes,16,14,japan,jute,yes,1.0000,attributable,japanese taiwan/sulphur=0.19,no
japan,k,tonnes,3,3,,,,,too_few_values,,no
japan,lemons and limes,ha,3,1,,,,,too_few_values,,no
japan,lemons and limes,tonnes,4,3,,,,,too_few_values,,no
japan,linseed,ha,8,8,japan,linseed,yes,1.0000,attributable,yugoslavia/wine=0.00,no
japan,linseed,tonnes,18,18,japan,linseed,yes,1.0000,attributable,yugoslavia/wine=0.00,no
japan,n,tonnes,16,15,japan,fertilizers: calcium cyanamide,unknown,0.8750,attributable,usa and canada/fertilizers: calcium cyanamide=0.12,no
japan,oranges,ha,7,5,,,,,too_few_values,,no
japan,oranges,tonnes,7,7,,,,,too_few_values,,no
japan,other berries and fruits of the genus vaccinium n e c,ha,11,11,japan,blackberries,no,1.0000,attributable,total/flax: fibre=0.09,no
japan,other sugar crops n e c,ha,3,2,,,,,too_few_values,,no
japan,other sugar crops n e c,tonnes,3,3,,,,,too_few_values,,no
japan,p,tonnes,16,16,japan,"fertilizers: phosphate, natural",unknown,0.8750,attributable,british saint vincent/cacao: raw=0.06,no
japan,rapeseed,ha,25,24,japan,rapeseed,yes,1.0000,attributable,"total/vineyards: grapes, raisins=0.04",no
japan,rapeseed,tonnes,30,30,japan,rapeseed,yes,1.0000,attributable,yugoslavia/wine=0.00,no
japan,sesame seed,ha,11,8,japan,sesame,yes,1.0000,attributable,french cambodia/cottonseed=0.36,no
japan,sesame seed,tonnes,14,13,japan,sesame,yes,1.0000,attributable,france/hemp: fibre=0.14,no
japan,silk worm cocoons reelable,tonnes,32,32,,,,,unattributable,japan/sericulture: spring cocoons=0.53,no
japan,soybeans,ha,9,9,japan,soybean,yes,1.0000,attributable,total south hemisphere aggregated/wine=0.11,no
japan,soybeans,tonnes,13,13,japan,soybean,yes,1.0000,attributable,yugoslavia/wine=0.00,no
japan,sugar raw centrifugal,tonnes,26,26,japan,sugar: cane,yes,0.7692,attributable,"total south hemisphere aggregated/vineyards: grapes, raisins=0.04",no
japan,tangerines mandarins clementines satsumas,ha,7,7,,,,,too_few_values,,no
japan,tangerines mandarins clementines satsumas,tonnes,7,7,,,,,too_few_values,,no
japan,tea,ha,26,22,japan,tea,yes,1.0000,attributable,uk: england and wales/spelt=0.08,no
japan,tobacco unmanufactured,ha,27,24,japan,tobacco,yes,1.0000,attributable,"total south hemisphere aggregated/vineyards: grapes, raisins=0.07",no
japan,tobacco unmanufactured,tonnes,1,1,,,,,too_few_values,,no
japan,wine,tonnes,5,5,,,,,too_few_values,,no
japan,yarn of true hemp,ha,12,9,japan,hemp: fibre,yes,1.0000,attributable,us philippines/groundnut=0.33,no
japan,yarn of true hemp,tonnes,22,21,japan,hemp: fibre,yes,1.0000,attributable,us virgin islands/sugar: cane=0.05,no
jordan,eggs hen in shell,tonnes,8,7,british transjordan,eggs,yes,1.0000,attributable,yugoslavia/wine=0.00,no
jordan,grapes,ha,1,1,,,,,too_few_values,,no
jordan,grapes,tonnes,4,4,,,,,too_few_values,,no
jordan,oil olive virgin,tonnes,1,1,,,,,too_few_values,,no
jordan,olives,tonnes,1,1,,,,,too_few_values,,no
jordan,raisins,tonnes,3,2,,,,,too_few_values,,no
jordan,sesame seed,tonnes,8,6,,,,,ambiguous,british transjordan/sesame=1.00;british antigua/cottonseed=0.62,no
jordan,tobacco unmanufactured,ha,1,1,,,,,too_few_values,,no
jordan,tobacco unmanufactured,tonnes,10,10,british transjordan,tobacco,yes,1.0000,attributable,usa: hawaii/coffee: raw=0.10,no
kenya,beans dry,ha,9,3,,,,,too_few_distinct,,no
kenya,beans dry,tonnes,2,1,,,,,too_few_values,,no
kenya,coffee green,ha,15,14,british kenya,coffee: raw,yes,1.0000,attributable,british burma/tobacco=0.13,no
kenya,cotton lint,tonnes,16,15,british kenya,cotton: ginned,yes,0.6875,attributable,switzerland/tobacco=0.12,no
kenya,cotton seed,tonnes,17,17,british kenya,cottonseed,yes,1.0000,attributable,nepal/jute=0.12,no
kenya,eggs hen in shell,tonnes,5,3,,,,,too_few_values,,no
kenya,flax fibre and tow,ha,7,6,,,,,too_few_values,,no
kenya,flax fibre and tow,tonnes,7,7,,,,,too_few_values,,no
kenya,groundnuts with shell,tonnes,17,17,british kenya,groundnut,yes,1.0000,attributable,guatemala/groundnut=0.12,no
kenya,linseed,ha,3,3,,,,,too_few_values,,no
kenya,linseed,tonnes,4,4,,,,,too_few_values,,no
kenya,oats,ha,4,2,,,,,too_few_values,,no
kenya,oats,tonnes,3,3,,,,,too_few_values,,no
kenya,sesame seed,tonnes,16,16,british kenya,sesame,yes,1.0000,attributable,french annam/sesame=0.12,no
kenya,sugar raw centrifugal,tonnes,8,8,british kenya,sugar: cane,yes,1.0000,attributable,ussr/sesame=0.12,no
kenya,tea,ha,15,8,british kenya,tea,yes,1.0000,attributable,french cambodia/cottonseed=0.33,no
kenya,tea,tonnes,5,5,,,,,too_few_values,,no
kiribati,p,tonnes,4,4,,,,,too_few_values,,no
latvia,butter cow milk,tonnes,1,1,,,,,too_few_values,,no
latvia,cheese processed,tonnes,1,1,,,,,too_few_values,,no
latvia,eggs hen in shell,tonnes,2,2,,,,,too_few_values,,no
latvia,p,tonnes,4,4,,,,,too_few_values,,no
latvia,sugar raw centrifugal,tonnes,16,11,latvia,sugar: beet,yes,1.0000,attributable,lithuania/sugar: beet=0.38,no
latvia,yarn of true hemp,ha,1,1,,,,,too_few_values,,no
latvia,yarn of true hemp,tonnes,1,1,,,,,too_few_values,,no
lebanon,beans dry,ha,4,3,,,,,too_few_values,,no
lebanon,beans dry,tonnes,4,4,,,,,too_few_values,,no
lebanon,butter cow milk,tonnes,5,1,,,,,too_few_values,,no
lebanon,cheese processed,tonnes,5,2,,,,,too_few_values,,no
lebanon,eggs hen in shell,tonnes,3,3,,,,,too_few_values,,no
lebanon,grapes,ha,6,3,,,,,too_few_values,,no
lebanon,grapes,tonnes,6,5,,,,,too_few_values,,no
lebanon,groundnuts with shell,ha,1,1,,,,,too_few_values,,no
lebanon,groundnuts with shell,tonnes,3,3,,,,,too_few_values,,no
lebanon,milk whole fresh cow,tonnes,1,1,,,,,too_few_values,,no
lebanon,oats,ha,4,1,,,,,too_few_values,,no
lebanon,oats,tonnes,6,5,,,,,too_few_values,,no
lebanon,oil olive virgin,tonnes,4,4,,,,,too_few_values,,no
lebanon,olives,ha,4,2,,,,,too_few_values,,no
lebanon,olives,tonnes,6,6,,,,,too_few_values,,no
lebanon,oranges,ha,5,2,,,,,too_few_values,,no
lebanon,oranges,tonnes,5,5,,,,,too_few_values,,no
lebanon,other berries and fruits of the genus vaccinium n e c,ha,3,2,,,,,too_few_values,,no
lebanon,other berries and fruits of the genus vaccinium n e c,tonnes,3,3,,,,,too_few_values,,no
lebanon,sesame seed,ha,2,2,,,,,too_few_values,,no
lebanon,sesame seed,tonnes,4,4,,,,,too_few_values,,no
lebanon,silk worm cocoons reelable,tonnes,6,5,,,,,too_few_values,,no
lebanon,tobacco unmanufactured,ha,6,1,,,,,too_few_values,,no
lebanon,tobacco unmanufactured,tonnes,7,7,,,,,too_few_values,,no
lebanon,wine,ha,4,2,,,,,too_few_values,,no
lebanon,wine,tonnes,8,8,,,,,unattributable,yugoslavia/wine=0.00,no
liberia,coffee green,tonnes,2,2,,,,,too_few_values,,no
liberia,rubber natural,ha,7,6,,,,,too_few_values,,no
libya,grapes,ha,8,7,,,,,unattributable,italian libya/vineyards: all=0.50,no
libya,grapes,tonnes,6,6,,,,,too_few_values,,no
libya,oil olive virgin,tonnes,18,16,italian libya,olive: oil,yes,0.6111,attributable,nicaragua/cottonseed=0.22,no
libya,olives,ha,8,8,,,,,unattributable,italian libya/olive grove=0.50,no
libya,olives,tonnes,10,10,,,,,unattributable,italian libya/olive grove=0.40,no
libya,other berries and fruits of the genus vaccinium n e c,ha,6,5,,,,,too_few_values,,no
libya,other berries and fruits of the genus vaccinium n e c,tonnes,4,2,,,,,too_few_values,,no
libya,silk worm cocoons reelable,tonnes,5,5,,,,,too_few_values,,no
libya,tobacco unmanufactured,ha,7,4,,,,,too_few_values,,no
libya,tobacco unmanufactured,tonnes,6,6,,,,,too_few_values,,no
libya,wine,ha,6,6,,,,,too_few_values,,no
libya,wine,tonnes,7,7,,,,,too_few_values,,no
lithuania,butter cow milk,tonnes,1,1,,,,,too_few_values,,no
lithuania,milk whole fresh cow,tonnes,1,1,,,,,too_few_values,,no
lithuania,p,tonnes,4,4,,,,,too_few_values,,no
lithuania,sugar raw centrifugal,tonnes,15,10,lithuania,sugar: beet,yes,1.0000,attributable,latvia/sugar: beet=0.40,no
luxembourg,eggs hen in shell,tonnes,4,4,,,,,too_few_values,,no
luxembourg,flax fibre and tow,ha,7,6,,,,,too_few_values,,no
luxembourg,flax fibre and tow,tonnes,2,2,,,,,too_few_values,,no
luxembourg,hemp tow waste,ha,5,4,,,,,too_few_values,,no
luxembourg,p,tonnes,12,12,luxembourg,slag: dephosphorization,unknown,0.6667,attributable,"british nauru/fertilizers: phosphate, natural=0.08",no
luxembourg,rye,ha,6,4,,,,,too_few_values,,no
luxembourg,rye,tonnes,5,4,,,,,too_few_values,,no
luxembourg,wine,ha,9,9,luxembourg,wine,yes,1.0000,attributable,usa/hemp: fibre=0.11,no
luxembourg,wine,tonnes,32,32,,,,,unattributable,yugoslavia/wine=0.00,no
madagascar,beans dry,ha,12,10,french madagascar,beans: dried,unknown,1.0000,attributable,"usa: california/vineyards: grapes, raisins=0.25",no
madagascar,beans dry,tonnes,12,11,french madagascar,beans: dried,unknown,1.0000,attributable,yugoslavia/fertilizers: calcium superphosphate=0.08,no
madagascar,cacao beans,ha,9,4,,,,,too_few_distinct,,no
madagascar,cacao beans,tonnes,15,5,,,,,too_few_distinct,,no
madagascar,castor beans seed,ha,7,4,,,,,too_few_values,,no
madagascar,castor beans seed,tonnes,7,7,,,,,too_few_values,,no
madagascar,coffee green,ha,25,20,french madagascar,coffee: raw,yes,1.0000,attributable,"usa: california/vineyards: grapes, raisins=0.04",no
madagascar,cotton lint,ha,6,5,,,,,too_few_values,,no
madagascar,cotton lint,tonnes,4,3,,,,,too_few_values,,no
madagascar,cotton seed,ha,6,5,,,,,too_few_values,,no
madagascar,cotton seed,tonnes,4,4,,,,,too_few_values,,no
madagascar,eggs hen in shell,tonnes,9,6,,,,,unattributable,yugoslavia/wine=0.00,no
madagascar,grapes,ha,6,4,,,,,too_few_values,,no
madagascar,grapes,tonnes,2,2,,,,,too_few_values,,no
madagascar,groundnuts with shell,ha,16,12,french madagascar,groundnut,yes,1.0000,attributable,hungary/flax: fibre=0.31,no
madagascar,groundnuts with shell,tonnes,1,1,,,,,too_few_values,,no
madagascar,p,tonnes,4,4,,,,,too_few_values,,no
madagascar,silk worm cocoons reelable,tonnes,4,4,,,,,too_few_values,,no
madagascar,sugar raw centrifugal,tonnes,18,15,french madagascar,sugar: cane,yes,0.8889,attributable,germany/hemp: fibre=0.17,no
madagascar,tobacco unmanufactured,ha,23,16,french madagascar,tobacco,yes,1.0000,attributable,norway/rye=0.26,no
madagascar,tobacco unmanufactured,tonnes,1,1,,,,,too_few_values,,no
madagascar,wine,ha,6,2,,,,,too_few_values,,no
madagascar,wine,tonnes,12,4,,,,,too_few_distinct,,no
malawi,coffee green,ha,25,21,british nyasaland,coffee: raw,yes,1.0000,attributable,sweden/tobacco=0.20,no
malawi,coffee green,tonnes,22,20,british nyasaland,coffee: raw,yes,1.0000,attributable,sweden/flax: fibre=0.18,no
malawi,cotton lint,ha,30,27,british nyasaland,cotton,yes,0.6333,attributable,romania/cottonseed=0.13,no
malawi,cotton lint,tonnes,30,26,british nyasaland,cotton,yes,0.6333,attributable,austria/hemp: fibre=0.17,no
malawi,cotton seed,ha,19,16,british nyasaland,cottonseed,yes,1.0000,attributable,romania/cottonseed=0.21,no
malawi,cotton seed,tonnes,19,17,british nyasaland,cottonseed,yes,1.0000,attributable,british cyprus/flax: fibre=0.16,no
malawi,groundnuts with shell,ha,13,8,british nyasaland,groundnut,yes,1.0000,attributable,french cochinchina/coffee: raw=0.46,no
malawi,groundnuts with shell,tonnes,13,10,british nyasaland,groundnut,yes,1.0000,attributable,uruguay/rye=0.31,no
malawi,rubber natural,ha,13,2,,,,,too_few_distinct,,no
malawi,tea,ha,32,24,british nyasaland,tea,yes,1.0000,attributable,french madagascar/groundnut=0.22,no
malawi,tea,tonnes,3,3,,,,,too_few_values,,no
malawi,tobacco unmanufactured,ha,30,22,british nyasaland,tobacco,yes,1.0000,attributable,french cochinchina/tobacco=0.27,no
malawi,tobacco unmanufactured,tonnes,1,1,,,,,too_few_values,,no
mali,cotton lint,ha,5,5,,,,,too_few_values,,no
mali,cotton lint,tonnes,6,6,,,,,too_few_values,,no
mali,cotton seed,ha,5,5,,,,,too_few_values,,no
mali,cotton seed,tonnes,5,5,,,,,too_few_values,,no
mali,groundnuts with shell,ha,8,8,french sudan,groundnut,yes,1.0000,attributable,"turkey/vineyards: grapes, raisins=0.12",no
mali,tobacco unmanufactured,ha,9,7,french sudan,tobacco,yes,0.8889,attributable,yugoslavia/soybean=0.22,no
mali,tobacco unmanufactured,tonnes,9,8,french sudan,tobacco,yes,0.8889,attributable,turkey/sericulture=0.11,no
malta,cotton lint,ha,26,22,british malta,cotton,yes,0.8077,attributable,british barbados/cottonseed=0.23,no
malta,cotton lint,tonnes,8,4,,,,,too_few_distinct,,no
malta,cotton seed,ha,13,9,british malta,cottonseed,yes,1.0000,attributable,british barbados/cottonseed=0.46,no
malta,cotton seed,tonnes,13,9,british malta,cottonseed,yes,1.0000,attributable,sweden/tobacco=0.46,no
malta,eggs hen in shell,tonnes,2,2,,,,,too_few_values,,no
malta,oranges,ha,4,2,,,,,too_few_values,,no
malta,oranges,tonnes,10,6,british malta,"citrus fruits: lemons, mandarins, oranges",yes,0.6000,attributable,france/hops=0.50,no
malta,wine,ha,15,8,british malta,wine,yes,1.0000,attributable,switzerland/tobacco=0.47,no
